 +--------------------+
 | Program exercise13 |
 +--------------------+

 ----------------------------------------
         n        1/n**2          error
      2176       1.644475       0.000459
      2177       1.644475       0.000459
      2178       1.644475       0.000459
      2179       1.644475       0.000459
      2180       1.644475       0.000459
      2181       1.644476       0.000458
      2182       1.644476       0.000458
      2183       1.644476       0.000458
      2184       1.644476       0.000458
      2185       1.644477       0.000458
      2186       1.644477       0.000457
      2187       1.644477       0.000457
      2188       1.644477       0.000457
      2189       1.644477       0.000457
      2190       1.644478       0.000457
      2191       1.644478       0.000456
      2192       1.644478       0.000456
      2193       1.644478       0.000456
      2194       1.644478       0.000456
      2195       1.644479       0.000455
      2196       1.644479       0.000455
      2197       1.644479       0.000455
      2198       1.644479       0.000455
      2199       1.644479       0.000455
      2200       1.644480       0.000454
      2201       1.644480       0.000454
      2202       1.644480       0.000454
      2203       1.644480       0.000454
      2204       1.644480       0.000454
      2205       1.644481       0.000453
      2206       1.644481       0.000453
      2207       1.644481       0.000453
      2208       1.644481       0.000453
      2209       1.644481       0.000453
      2210       1.644482       0.000452
      2211       1.644482       0.000452
      2212       1.644482       0.000452
      2213       1.644482       0.000452
      2214       1.644482       0.000452
      2215       1.644483       0.000451
      2216       1.644483       0.000451
      2217       1.644483       0.000451
      2218       1.644483       0.000451
      2219       1.644484       0.000451
      2220       1.644484       0.000450
      2221       1.644484       0.000450
      2222       1.644484       0.000450
      2223       1.644484       0.000450
      2224       1.644485       0.000450
      2225       1.644485       0.000449
      2226       1.644485       0.000449
      2227       1.644485       0.000449
      2228       1.644485       0.000449
      2229       1.644486       0.000449
      2230       1.644486       0.000448
      2231       1.644486       0.000448
      2232       1.644486       0.000448
      2233       1.644486       0.000448
      2234       1.644487       0.000448
      2235       1.644487       0.000447
      2236       1.644487       0.000447
      2237       1.644487       0.000447
      2238       1.644487       0.000447
      2239       1.644488       0.000447
      2240       1.644488       0.000446
      2241       1.644488       0.000446
      2242       1.644488       0.000446
      2243       1.644488       0.000446
      2244       1.644489       0.000446
      2245       1.644489       0.000445
      2246       1.644489       0.000445
      2247       1.644489       0.000445
      2248       1.644489       0.000445
      2249       1.644490       0.000445
      2250       1.644490       0.000444
      2251       1.644490       0.000444
      2252       1.644490       0.000444
      2253       1.644490       0.000444
      2254       1.644491       0.000444
      2255       1.644491       0.000443
      2256       1.644491       0.000443
      2257       1.644491       0.000443
      2258       1.644491       0.000443
      2259       1.644491       0.000443
      2260       1.644492       0.000442
      2261       1.644492       0.000442
      2262       1.644492       0.000442
      2263       1.644492       0.000442
      2264       1.644492       0.000442
      2265       1.644493       0.000441
      2266       1.644493       0.000441
      2267       1.644493       0.000441
      2268       1.644493       0.000441
      2269       1.644493       0.000441
      2270       1.644494       0.000440
      2271       1.644494       0.000440
      2272       1.644494       0.000440
      2273       1.644494       0.000440
      2274       1.644494       0.000440
      2275       1.644495       0.000439
      2276       1.644495       0.000439
      2277       1.644495       0.000439
